doc_n,date,title
2018105740.0,2019-09-13,СТОПОРНОЕ УСТРОЙСТВО ДЛЯ СДВИЖНОЙ СТВОРКИ
2016131322.0,2018-02-01,ДВЕРНАЯ ПЕТЛЯ ДЛЯ ЗАКРЫТОГО УСТРОЙСТВА МЕЖДУ ДВЕРНЫМ ПОЛОТНОМ И ДВЕРНОЙ КОРОБКОЙ
2018107751.0,2019-09-05,ШАРНИРНОЕ УСТРОЙСТВО С ДЛИННЫМ ВОЗВРАТНО-ПОСТУПАТЕЛЬНЫМ ХОДОМ ДЛЯ ФРОНТАЛЬНОЙ ПАНЕЛИ
2017118237.0,2018-11-30,ИНТЕЛЛЕКТУАЛЬНАЯ АВТОМАТИЧЕСКИ ЗАКРЫВАЮЩАЯСЯ ДВЕРЬ
2018114285.0,2019-11-15,БЛОК СКОЛЬЗЯЩЕЙ ДВЕРИ
2017120308.0,2018-12-13,ДЕМПФИРУЮЩЕЕ ИЛИ ВОЗВРАТНОЕ УСТРОЙСТВО ДЛЯ СКОЛЬЗЯЩИХ ДВЕРНЫХ ПОЛОТЕН ИЛИ ДЛЯ ВЫДВИЖНЫХ ЯЩИКОВ
2017120314.0,2018-12-13,ДЕМПФИРУЮЩЕЕ ИЛИ ВОЗВРАТНОЕ УСТРОЙСТВО ДЛЯ СТВОРОК РАЗДВИЖНЫХ ДВЕРЕЙ
2018115753.0,2019-11-14,Невидимый скрытый шарнир для дверей с конструктивно усовершенствованным шарнирным устройством
2018126498.0,2020-01-20,РУЧКА ДЛЯ УНИВЕРСАЛЬНОЙ СБОРКИ
2019103019.0,2020-08-14,Безвинтовое ответное устройство для замка
2018122995.0,2020-01-23,ВОДООТВОД ДЛЯ СЛИВНОГО БАЧКА
2017135170.0,2019-04-09,ШАРНИР И ДВЕРНОЙ БЛОК
2016147331.0,2018-06-19,ШАРНИР ДЛЯ МЕБЕЛИ ИЛИ БЫТОВОЙ ТЕХНИКИ
2016147884.0,2018-06-19,ПЕТЛЯ ДЛЯ МЕБЕЛИ ИЛИ БЫТОВЫХ ПРИБОРОВ
2016141544.0,2018-05-28,ОПОРА ПОДВЕСНОГО УНИТАЗА
2019104390.0,2020-08-18,СИСТЕМА ВОДОПОДГОТОВКИ
2017113361.0,2018-10-18,СИСТЕМЫ И СПОСОБЫ РАСШИРЕНИЯ ОБЛАСТИ ПРИМЕНЕНИЯ ТЕЛЕФОНА В КАЧЕСТВЕ КЛЮЧА
2018131436.0,2020-04-08,ДВЕРНАЯ СИСТЕМА
2018140026.0,2020-05-13,САНИТАРНО-ГИГИЕНИЧЕСКОЕ УСТРОЙСТВО
2018140027.0,2020-05-13,УНИТАЗ СО СЛИВОМ
2018133182.0,2020-04-02,ЗАМОК ДЛЯ ДВЕРИ С ПРИТВОРОМ
2017129744.0,2019-02-22,ЗАМОК ТРАНСПОРТНОГО СРЕДСТВА
2017129746.0,2019-02-22,ЗАМОК ДВЕРИ ТРАНСПОРТНОГО СРЕДСТВА
2018144956.0,2020-06-18,"КРОНШТЕЙН ЭЛЕКТРИЧЕСКОГО ПРИБОРА, СОДЕРЖАЩИЙ МОНТАЖНЫЙ ЭЛЕМЕНТ"
2018118473.0,2019-11-22,МЕХАНИЗМ ОТКРЫВАНИЯ И ЗАКРЫВАНИЯ КРЫШКИ НИШИ
2017120347.0,2018-12-26,КОДОВЫЙ ЗАМОК
2018134181.0,2018-11-07,БЛОКИРОВОЧНЫЕ УСТРОЙСТВА С МАТЕРИАЛОМ С ПАМЯТЬЮ ФОРМЫ
2017125288.0,2019-01-14,"УСТРОЙСТВО СЛИВА ВОДЫ, СОДЕРЖАЩЕЕ НАЖИМНУЮ КНОПКУ, ВЫПОЛНЕННУЮ С ВОЗМОЖНОСТЬЮ ПРИВОДИТЬ В ДЕЙСТВИЕ УСТРОЙСТВО СЛИВА ВОДЫ ВО ВРЕМЯ ПЕРЕХОДА ИЗ НАЖАТОГО ПОЛОЖЕНИЯ В ИСХОДНОЕ ПОЛОЖЕНИЕ"
2016138050.0,2018-03-28,Петлевой базирующий элемент скрытой петлевой системы для дверей или окон и дверная петля с петлевым базирующим элементом
2019101735.0,2020-08-14,ЗАПОРНЫЙ УЗЕЛ ДЛЯ ЗАМКОВ
2017120793.0,2018-12-14,УСТРОЙСТВО ИНДИКАЦИИ СОСТОЯНИЯ БЛОКИРОВКИ ДВЕРИ МОТОРНОГО ТРАНСПОРТНОГО СРЕДСТВА
2019105026.0,2020-08-24,Запирающий механизм
2018112737.0,2019-10-10,КНОПОЧНЫЙ УЗЕЛ ПРОМЫВОЧНОГО УСТРОЙСТВА ДЛЯ СМЫВНОГО БАЧКА
2018118020.0,2019-11-15,СПОСОБ ОЦЕНКИ РАСХОДОВ ДОЖДЕВЫХ СТОЧНЫХ ВОД
2019112307.0,2020-10-23,УCОВЕРШЕНСТВОВАНИЯ ДЛЯ ОКОН/ДВЕРЕЙ
2019113178.0,2020-10-29,Водоструйный аэратор с принудительной подачей воздуха под давлением для выпуска воды в санитарно-технической арматуре
2018121516.0,2019-12-13,1 Врезной замок Фокина
2018122558.0,2019-12-19,СПОСОБ МАТЕМАТИЧЕСКОГО МОДЕЛИРОВАНИЯ ГИДРАВЛИЧЕСКИХ РЕЖИМОВ СЕТЕЙ ВОДООТВЕДЕНИЯ
2017133043.0,2019-04-08,БЫТОВОЙ ПРИБОР И ШАРНИР БЫТОВОГО ПРИБОРА
2017111744.0,2018-10-08,ВВЕРТНЫЙ КОДОВЫЙ ЗАМОК
2018124001.0,2020-01-09,ПРОГРАММА УПРАВЛЕНИЯ КЛЮЧОМ И УСТРОЙСТВО УПРАВЛЕНИЯ КЛЮЧОМ
2017130682.0,2019-03-14,БЕЗОПАСНОЕ ПРОТИВОКРАЖНОЕ УСТРОЙСТВО
2018107971.0,2019-09-05,РУЧКА ДВЕРИ ТРАНСПОРТНОГО СРЕДСТВА
2019105716.0,2020-09-04,ПРИВОД ДЛЯ ДЕМПФИРУЮЩЕГО ДОВОДЧИКА
2017114430.0,2018-10-29,МЕБЕЛЬНАЯ ПЕТЛЯ
2016147883.0,2018-06-18,ОПОРНЫЙ УЗЕЛ ДЛЯ ДВЕРИ
2016148612.0,2018-06-14,КОНСТРУКЦИЯ КРЕПЛЕНИЯ ДЕКОРАТИВНОЙ ЗАГЛУШКИ
2017110262.0,2018-10-01,УЗЕЛ ДВЕРИ ТРАНСПОРТНОГО СРЕДСТВА (ВАРИАНТЫ)
2017134386.0,2019-04-04,ЗАПИРАЮЩЕЕ И БЛОКИРУЮЩЕЕ УСТРОЙСТВО
2016137921.0,2018-04-26,"РЫЧАЖНЫЙ СОЕДИНИТЕЛЬНЫЙ УЗЕЛ, ДЕРЖАТЕЛЬ ТЯГИ И КОНСТРУКЦИЯ РУЧКИ ДЛЯ ТРАНСПОРТНОГО СРЕДСТВА"
2017147126.0,2018-04-20,Дверная ручка маятник
2016140253.0,2018-04-16,ДВЕРНАЯ РУЧКА ДЛЯ ТРАНСПОРТНОГО СРЕДСТВА
2016131346.0,2018-03-19,ФУРНИТУРА ДЛЯ РАЗДВИЖНОЙ ДВЕРИ
2017145229.0,2018-02-15,Деревянная ручка колесо
2018104649.0,2019-08-06,ПЕТЛЯ СО СЪЕМНОЙ ОСЬЮ
2016140465.0,2018-04-17,ПОВЫШАЮЩЕЕ ДАВЛЕНИЕ УСТРОЙСТВО
2017140784.0,2019-05-23,СПОСОБ УПРАВЛЕНИЯ ПОДАЮЩЕЙ НАСОСНОЙ КОМПОНОВКОЙ ВОДНОГО РЕЗЕРВУАРА И ПОДАЮЩАЯ НАСОСНАЯ КОМПОНОВКА ВОДНОГО РЕЗЕРВУАРА
2019115971.0,2020-11-23,ЗАЩИТНОЕ УСТРОЙСТВО
2700329.0,2019-09-16,ТРАНСПОРТНОЕ СРЕДСТВО С ВОЗМОЖНОСТЬЮ ОТСЛЕЖИВАНИЯ МОБИЛЬНОГО УСТРОЙСТВА ДЛЯ УПРАВЛЕНИЯ ПОДСИСТЕМАМИ ТРАНСПОРТНОГО СРЕДСТВА
2017116640.0,2018-11-14,НАПРАВЛЯЮЩЕЕ УСТРОЙСТВО - АМОРТИЗАТОР И ПОРШНЕВОЙ УЗЕЛ
2017118212.0,2018-11-26,Устройство пневматического привода прислонно-сдвижной двери пассажирского вагона
2017124312.0,2019-01-10,ГРУНТОВЫЙ МОДУЛЬ (ВАРИАНТЫ)
2018122585.0,2019-12-19,"Система для сбора и удаления воды и влаги с проезжей части мостов, водоотводящий лоток и водоприемный водоотводящий лоток для неё"
2017147183.0,2019-07-01,КОМПОЗИЦИЯ ДЛЯ УСТРОЙСТВА ОСНОВАНИЙ ДОРОЖНЫХ ОДЕЖД И ДРУГИХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ
2017147200.0,2019-07-01,Состав для дорожного строительства
2018104617.0,2019-08-06,ДОРОЖНАЯ СТОЙКА ЗАМКНУТОГО ТРЕУГОЛЬНОГО СЕЧЕНИЯ
2016144567.0,2018-05-16,Устройство и способ гидроизоляции разделительной полосы дорожной одежды автомобильной дороги на просадочных грунтах
2016137809.0,2019-01-24,ШПАЛОПОДБИВОЧНЫЙ АГРЕГАТ ДЛЯ ШПАЛОПОДБИВОЧНОЙ МАШИНЫ
2018113989.0,2019-10-16,Автомобильная дорога и способ её эксплуатации
2017147181.0,2019-07-01,СОСТАВ ДЛЯ УСТРОЙСТВА ОСНОВАНИЙ ДОРОЖНЫХ ОДЕЖД
2018120879.0,2019-12-09,ДРЕНАЖНАЯ СИСТЕМА
2018107634.0,2019-09-02,РЕЛЬС ЖЕЛЕЗНОДОРОЖНЫЙ
2018124171.0,2020-01-09,"Способ снижения уровня шума, уменьшения износа пары ""Колесо-рельс"", повышения безопасности движения поездов на высокоскоростных участках железнодорожного пути"
2018120880.0,2019-12-06,КОНСТРУКЦИЯ ВОДООТВОДНОГО ЛОТКА
2016146135.0,2018-05-24,Способ соединения рельсов
2019114718.0,2020-11-13,Рыбоход
2018117037.0,2018-07-27,"СПОСОБ ОБРАЗОВАНИЯ ГИДРАВЛИЧЕСКОЙ ЗАВЕСЫ (ВАРИАНТЫ), СПОСОБ ЗАЩИТЫ РЫБ ОТ ПОПАДАНИЯ В ВОДОЗАБОР (ВАРИАНТЫ), СПОСОБ ЗАЩИТЫ ОТ ОБРАСТАНИЯ (ВАРИАНТЫ), РЫБОЗАЩИТНОЕ УСТРОЙСТВО, КОМПЛЕКСНОЕ РЫБОЗАЩИТНОЕ УСТРОЙСТВО (ВАРИАНТЫ), ЗАЩИТНЫЙ ЭЛЕМЕНТ"
2018123207.0,2020-03-24,"СТРЕЛОЧНЫЙ ПЕРЕВОД, А ТАКЖЕ СЕТЬ РЕЛЬСОВЫХ ПУТЕЙ, СОДЕРЖАЩАЯ ПО МЕНЬШЕЙ МЕРЕ ОДИН ТАКОЙ СТРЕЛОЧНЫЙ ПЕРЕВОД"
2018127839.0,2019-03-14,ОТКИДНОЕ ДНИЩЕ КОВША И УЗЕЛ КОМАНДОАППАРАТА ОТКИДНОГО ДНИЩА КОВША
2016148884.0,2018-11-02,ЭКСКАВАТОР С ПАССИВНЫМ РЕГУЛИРОВАНИЕМ НАКЛОНА (ВАРИАНТЫ) И УЗЕЛ КОВША ЭКСКАВАТОРА (ВАРИАНТЫ)
2016137029.0,2018-03-19,ЗАЩИТНАЯ НАКЛАДКА КРОМКИ КОВША ДРАГЛАЙНА
2016150844.0,2018-11-12,КОПАЮЩИЙ УЗЕЛ ДЛЯ КАНАТНОГО ЭКСКАВАТОРА И КОПАЮЩИЙ РАБОЧИЙ ОРГАН ДЛЯ КАНАТНОГО ЭКСКАВАТОРА (ВАРИАНТЫ)
2018105663.0,2019-08-15,Способ возведения шпунтового ограждения при проведении работ на магистральном трубопроводе и шпунтовое сборно-разборное ограждение для обустройства котлована
2019119865.0,2020-12-28,УЗЕЛ КОРОНКИ РАБОЧЕГО ОРУДИЯ С ОПОРНЫМ РЕБРОМ НА КОРОНКЕ
2017140851.0,2019-05-23,"УДАРОПОГЛОЩАЮЩИЙ БАРЬЕР, ИСПОЛЬЗУЮЩИЙ ОПОРЫ И РЕЛЬСЫ"
2018132243.0,2020-03-18,ФУНДАМЕНТ ДЛЯ ВЕТРОЭНЕРГЕТИЧЕСКОЙ УСТАНОВКИ
2017131235.0,2019-03-11,ВИБРАТОР И ПРИМЕНЕНИЕ ВИБРАТОРА
2016137022.0,2018-03-20,СИСТЕМА ФИКСАЦИИ ЗАЩИТНОЙ НАКЛАДКИ С ЗАМЕНЯЕМЫМ ВКЛАДЫШЕМ С ЗАМКОВЫМ ПРИЛИВОМ
2018121513.0,2020-03-02,МАШИНА ДЛЯ ЗАВИНЧИВАНИЯ И ОТВИНЧИВАНИЯ КРЕПЁЖНЫХ БОЛТОВ ШПАЛ
2017109938.0,2018-09-27,Состав для стабилизации природных и техногенных грунтов
2019114042.0,2020-11-06,Прицепной скрепер
2016134403.0,2018-03-01,УСТРОЙСТВО УПРАВЛЕНИЯ АВТОНОМНЫМ ПОГРУЗОЧНО-ТРАНСПОРТНЫМ СРЕДСТВОМ
2017127123.0,2019-02-14,УЗЕЛ ШПАЛЬНОГО БЛОКА ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ПУТЕВЫХ СИСТЕМ
2017129436.0,2019-02-18,ФРЕЗЕРНАЯ МАШИНА ДЛЯ ДОРОЖНЫХ ПОВЕРХНОСТЕЙ ИЛИ ТРОТУАРОВ
2017132642.0,2019-03-18,СПОСОБ СТРОИТЕЛЬСТВА ПЛОСКОСТНОГО СООРУЖЕНИЯ
2018108070.0,2019-09-05,ДОРОЖНЫЙ ВИБРОКАТОК
2019114829.0,2020-11-16,ПЛИТА ДЛЯ УСТРОЙСТВА СБОРНЫХ КОНСТРУКЦИЙ И СБОРНАЯ КОНСТРУКЦИЯ
2018110111.0,2019-09-24,АКУСТИЧЕСКИЙ ЭКРАН
2701528.0,2019-09-27,"Рельсовый стык, способ создания рельсового стыка алюминотермитной сваркой методом промежуточного литья и литейная форма для алюминотермитной сварки рельсов рельсового стыка методом промежуточного литья"
2017106720.0,2018-08-28,УСТРОЙСТВО ДЛЯ ИЗМЕРЕНИЯ ВЗАИМНОГО РАСПОЛОЖЕНИЯ ОСТРЯКА И РАМНОГО РЕЛЬСА СТРЕЛОЧНОГО ПЕРЕВОДА
2016133173.0,2018-02-19,УСТРОЙСТВО ДЛЯ ТЕПЛО- И ВЕТРОИЗОЛЯЦИИ ЖЕЛЕЗНОДОРОЖНЫХ РЕЛЬСОВ
2017106547.0,2018-08-27,Устройство рельсовой колеи в кривых
2017141370.0,2019-07-01,"УЧАСТОК БЕЗБАЛЛАСТНОЙ КОЛЕИ НАПРАВЛЯЕМОГО ТРАНСПОРТА, И БЕЗБАЛЛАСТНАЯ КОЛЕЯ, СФОРМИРОВАННАЯ ИЗ МНОЖЕСТВА ТАКИХ УЧАСТКОВ"
2019119556.0,2020-12-24,Снегоуборочный велосипед
2016139607.0,2018-04-10,"Звукоизолирующая облицовка, система её позиционирования и виброразвязанного крепления"
2016127951.0,2018-01-16,Шумозащитный экран
2017114224.0,2018-10-24,Зубатая шпала
2017117205.0,2018-11-21,ПЛАСТИКОВЫЙ ОТБОЙНИК
2018102777.0,2019-07-24,Автомобильно-железнодорожный раздвижной баржевый мост с судоходным проходом шириной в 200 метров
2017130983.0,2019-03-04,Самопроизвольная очистка дорог брызговиками
2018118450.0,2019-11-19,УПРУГОЕ БЕЗБОЛТОВОЕ РЕЛЬСОВОЕ СКРЕПЛЕНИЕ-2
2018138428.0,2020-04-30,СПОСОБ МОНИТОРИНГА РАЗРУШЕНИЙ ЛЕТНОГО ПОЛЯ АЭРОДРОМА
2017134016.0,2019-04-01,Компьютеризированная система управления сбросом снежных лавин
2016151474.0,2018-06-28,Электрически изолирующее неразъемное рельсовое стыковое соединение
2018120382.0,2020-03-18,УСТРОЙСТВО И СПОСОБ ПЛАВЛЕНИЯ СНЕГА И ЛЬДА НА ЖЕЛЕЗНОЙ ДОРОГЕ
2017143505.0,2019-06-13,"Верхний слой дорожного покрытия для капитального ремонта автодорог с асфальтобетонным и железобетонным покрытиями, состоящий из фиброасфальтобетона фракции до 15 мм"
2018134441.0,2020-03-30,СНЕГОУБОРОЧНАЯ МАШИНА
2016151475.0,2018-06-27,Металлокомпозитная накладка клееболтового изолирующего стыка
2019107462.0,2020-09-15,ТЕПЛОИЗОЛИРУЮЩИЙ СЛОЙ
2018111449.0,2019-09-30,Дорожный трамбовщик Фокина
2017106997.0,2018-09-06,СНЕГОУБОРОЧНАЯ ЛОПАТА С ОПРОКИДЫВАЕМЫМ ЭЛЕМЕНТОМ
2016152844.0,2018-07-02,АВТОМАТИЧЕСКИЙ ШЛАГБАУМ
2018118731.0,2019-11-21,ВИБРОКАТОК САМОХОДНЫЙ
2016136432.0,2018-03-15,РЕЛЬСОШЛИФОВАЛЬНОЕ УСТРОЙСТВО И РЕЛЬСОФРЕЗЕРОВАЛЬНАЯ И РЕЛЬСОШЛИФОВАЛЬНАЯ МАШИНА
2016136319.0,2018-03-13,"СПОСОБ УБОРКИ ЗАГРЯЗНЕННОГО СНЕГА С ПОЛНОЙ ОЧИСТКОЙ ПОВЕРХНОСТИ АСФАЛЬТОВОГО И ДРУГОГО ПОКРЫТИЯ ДО БЛЕСКА, УБОРКИ В ДАЛЬНЕЙШЕМ НЕ ЗАГРЯЗНЕННОГО СНЕГА И МОБИЛЬНОЕ УСТРОЙСТВО ДЛЯ ОСУЩЕСТВЛЕНИЯ СПОСОБА"
2017140040.0,2018-01-10,Подъёмно-рихтовочное устройство путевой машины
2018146201.0,2020-06-25,Устройство для определения износа асфальтового покрытия
2018104779.0,2019-08-07,"Конструкции дорожных одежд, включающие слои щебеночных смесей из отвальных доменных и сталеплавильных (металлургических) шлаков"
2018146203.0,2020-06-25,Марка для определения износа дорожного покрытия
2019108510.0,2020-09-25,"ВЕРХНИЙ СЛОЙ ПОКРЫТИЯ АВТОДОРОГ С ЖЕЛЕЗОБЕТОННЫМИ И АСФАЛЬТОБЕТОННЫМИ ПОКРЫТИЯМИ, СОСТОЯЩИЙ ИЗ НЕЖЕСТКИХ АСФАЛЬТОБЕТОННЫХ СМЕСЕЙ"
2017105174.0,2018-08-16,Мостовая опора
2019109103.0,2020-09-28,ОРТОТРОПНАЯ КОНСТРУКЦИЯ
2018111923.0,2018-06-09,Рельсовая колея в кривых и способ её эксплуатации
2016132985.0,2018-02-15,УСТРОЙСТВО ДЛЯ ТРАНСПОРТИРОВКИ РАЗЛИЧНЫХ ВИДОВ ПЕРЕДВИЖНЫХ УСТРОЙСТВ И ГРУЗОВ
2016143796.0,2018-05-08,СПОСОБ МОНТАЖА ЭСТАКАДЫ РЭМ-500
2016129479.0,2018-01-25,"СТРЕЛОЧНЫЙ ПЕРЕВОД, УСТРОЙСТВО ПРИВОДА СТРЕЛОЧНОГО ПЕРЕВОДА И КРЕСТОВИНА"
2017131923.0,2019-04-10,УДЛИНЕННЫЙ КОМПОЗИТНЫЙ ПРОФИЛЬ И СПОСОБ МОНТАЖА ТАКОГО ПРОФИЛЯ
2018101857.0,2019-07-24,ЗАПОРНОЕ ПРИСПОСОБЛЕНИЕ ДЛЯ НАСТИЛА
2018117660.0,2019-11-21,"ЗАЩИТНО-ДРЕНАЖНАЯ МЕМБРАНА С ВЫСОКОПРОЧНЫМИ ШИПАМИ, ОБЕСПЕЧИВАЮЩАЯ ЭФФЕКТ ИЗБЕЖАНИЯ ПОВРЕЖДЕНИЯ"
2018133868.0,2020-03-26,ПРЕДВАРИТЕЛЬНО ИЗГОТОВЛЕННЫЙ МОДУЛЬ ДЛЯ ЭЛЕМЕНТА СКАТНОЙ КРЫШИ И ЭЛЕМЕНТ СКАТНОЙ КРЫШИ ДЛЯ КРЫШИ ЗДАНИЯ
2019143438.0,2020-02-03,ПАНЕЛЬ С КРЮКООБРАЗНОЙ СИСТЕМОЙ ФИКСАЦИИ
2018130012.0,2020-02-27,УСТРОЙСТВО ПОВЕРХНОСТНОГО ДРЕНАЖА
2017127497.0,2019-02-14,"ПЕРЕКРЫВАЮЩЕЕ УСТРОЙСТВО ДЛЯ ПОДВИЖНОГО МОСТА И ПОДВИЖНОЙ МОСТ, ИМЕЮЩИЙ ТАКОЕ ПЕРЕКРЫВАЮЩЕЕ УСТРОЙСТВО"
2017128856.0,2019-02-15,ГИДРАВЛИЧЕСКОЕ УСТРОЙСТВО ДЛЯ ЭКСКАВАТОРОВ И СТРОИТЕЛЬНЫХ МАШИН В ЦЕЛОМ
2018135277.0,2020-04-10,ШАХТНЫЙ ЭЛЕМЕНТ
2016121393.0,2018-03-05,СПОСОБ ЗАГРУЗКИ ЖЕЛЕЗНОДОРОЖНОГО СОСТАВА И ЖЕЛЕЗНОДОРОЖНЫЙ СОСТАВ
2016133873.0,2018-03-30,Фиксатор для изнашиваемого элемента землеройной машины
2019101021.0,2020-07-17,"УСТРОЙСТВО ДЛЯ ВВЕДЕНИЯ УДЛИНЕННОГО, ГИБКОГО ЭЛЕМЕНТА В ПОДСТИЛАЮЩИЙ ГРУНТ"
2018141872.0,2020-06-25,СТРЕЛОЧНЫЙ ПЕРЕВОД
2018133129.0,2020-04-01,МЕЧЕНЫЙ ЭЛЕМЕНТ ДЛЯ ЗЕМЛЕРОЙНЫХ РАБОТ
2019119598.0,2020-12-24,"УЗЕЛ КОРОНКИ ОРУДИЯ ДЛЯ ЗЕМЛЯНЫХ РАБОТ С КОРОНКОЙ, ИМЕЮЩЕЙ ФИКСИРУЮЩИЙ ЖЕЛОБ С КОНУСНОСТЬЮ"
